"","regulatory regions","TF motif","motif score","Target_gene"
"1023","chr8_84770305_84771226_Junb","PROX1",14.6639570259371,"Junb"
"1024","chr5_77129973_77130836_Rest","SMAD3",10.813069659437,"Rest"
"1025","chr5_136382360_136383236_Cux1","SMAD3",10.5077940981881,"Cux1"
"1026","chr6_72778755_72779645_Tcf7l1","SMAD3",10.6126079179561,"Tcf7l1"
"1027","chr7_112471877_112472745_Tead1","SMAD3",11.6370032731133,"Tead1"
"1028","chr12_73098267_73099194_Six4","SMAD3",17.8958886940094,"Six4"
"1029","chr5_122034820_122035736_Cux2","SMAD3",12.5897018772025,"Cux2"
"1030","chr9_32708172_32708971_Ets1","SMAD3",10.4939138727227,"Ets1"
"1031","chr12_73098267_73099194_Six1","SMAD3",17.8958886940094,"Six1"
"1032","chr4_95076178_95076893_Jun","SMAD3",13.7332061574687,"Jun"
"1033","chr12_27342511_27343434_Sox11","SMAD3",10.4939138727227,"Sox11"
"1034","chr14_16508490_16509406_Rarb","TBX15",15.3342098742395,"Rarb"
"1035","chr15_37418487_37419407_Grhl2","TBX15",11.3061505243654,"Grhl2"
"1036","chr19_55865415_55866340_Tcf7l2","TBX15",11.3061505243654,"Tcf7l2"
"1037","chr19_55758805_55759698_Tcf7l2","TBX15",11.3061505243654,"Tcf7l2"
"1038","chr2_103111444_103112324_Ehf","TBX15",15.3342098742395,"Ehf"
"1039","chr4_98003687_98004638_Nfia","TBX15",11.3061505243654,"Nfia"
"1040","chr4_154480068_154480787_Prdm16","TBX15",11.3061505243654,"Prdm16"
"1041","chr5_136445722_136446635_Cux1","TBX15",11.3061505243654,"Cux1"
"1042","chr6_72623733_72624668_Tcf7l1","TBX15",15.3342098742395,"Tcf7l1"
"1043","chr7_112696933_112697821_Tead1","TBX15",15.3342098742395,"Tead1"
"1044","chr7_112728073_112728930_Tead1","TBX15",11.3061505243654,"Tead1"
"1045","chr7_112593351_112594258_Tead1","TBX15",15.3342098742395,"Tead1"
"1046","chr9_63698498_63699390_Smad3","TBX15",11.3061505243654,"Smad3"
"1047","chr9_63677570_63678034_Smad3","TBX15",11.3061505243654,"Smad3"
"1048","chr9_63612505_63613394_Smad3","TBX15",15.3342098742395,"Smad3"
"1049","chr12_27356958_27357828_Sox11","TBX15",15.3342098742395,"Sox11"
"1050","chr16_42745928_42746804_Zbtb20","TBX15",15.3342098742395,"Zbtb20"
"1051","chr5_122030875_122031606_Cux2","TBX15",15.3342098742395,"Cux2"
"1052","chr5_122268894_122269786_Cux2","TBX15",11.3061505243654,"Cux2"
"1053","chr5_122034820_122035736_Cux2","TBX15",11.3061505243654,"Cux2"
"1054","chr12_73764430_73765313_Hif1a","TBX15",11.8816141720626,"Hif1a"
"1055","chr9_44691638_44692527_Kmt2a","TBX15",15.3342098742395,"Kmt2a"
"1056","chr18_5440315_5441168_Zeb1","TBX15",15.3342098742395,"Zeb1"
"1057","chr7_116179517_116180410_Sox6","TBX15",15.3342098742395,"Sox6"
"1058","chr12_85630941_85631824_Fos","TBX15",11.3061505243654,"Fos"
"1059","chr12_85598824_85599738_Fos","TBX15",11.3061505243654,"Fos"
"1060","chr12_85576455_85577275_Fos","TBX15",11.3061505243654,"Fos"
"1061","chr17_86525708_86526622_Epas1","TBX15",15.3342098742395,"Epas1"
"1062","chr19_28850224_28851133_Glis3","TBX15",15.3342098742395,"Glis3"
"1063","chr4_32387535_32388474_Bach2","TBX15",11.8816141720626,"Bach2"
"1064","chr4_32179519_32180418_Bach2","TBX15",15.3342098742395,"Bach2"
"1065","chr4_95075375_95076055_Jun","TBX15",11.3061505243654,"Jun"
"1066","chr4_95138269_95139081_Jun","TBX15",11.8816141720626,"Jun"
"1067","chr4_98003687_98004638_Nfia","HIF1A",12.9180724750146,"Nfia"
"1068","chr5_136641983_136642909_Cux1","HIF1A",11.9993266131172,"Cux1"
"1069","chr4_32403359_32403966_Bach2","HIF1A",12.8177774582525,"Bach2"
"1070","chr7_19316346_19317199_Fosb","HIF1A",12.0510750241731,"Fosb"
"1071","chr16_30063709_30064509_Hes1","HIF1A",12.55754550673,"Hes1"
"1072","chr1_39317682_39318597_Npas2","RBPJ",12.8486419679425,"Npas2"
"1073","chr1_39398909_39399752_Npas2","RBPJ",12.8486419679425,"Npas2"
"1074","chr1_85810513_85811366_Sp100","RBPJ",13.0015362596718,"Sp100"
"1075","chr10_42144985_42145901_Foxo3","RBPJ",13.0597636942842,"Foxo3"
"1076","chr10_42269099_42269997_Foxo3","RBPJ",12.6210112997358,"Foxo3"
"1077","chr12_35712342_35713257_Ahr","RBPJ",12.97319752348,"Ahr"
"1078","chr12_35294416_35295333_Ahr","RBPJ",12.6913023329151,"Ahr"
"1079","chr12_35291592_35292512_Ahr","RBPJ",12.5431427407604,"Ahr"
"1080","chr14_16554033_16554940_Rarb","RBPJ",13.0597636942842,"Rarb"
"1081","chr14_17691068_17691934_Thrb","RBPJ",12.5667467773776,"Thrb"
"1082","chr15_37040885_37041810_Grhl2","RBPJ",12.5431427407604,"Grhl2"
"1083","chr15_37432167_37433070_Grhl2","RBPJ",12.9033247960169,"Grhl2"
"1084","chr15_37312713_37313565_Grhl2","RBPJ",12.8531113281229,"Grhl2"
"1085","chr16_92673920_92674806_Runx1","RBPJ",12.9033247960169,"Runx1"
"1086","chr16_92656525_92657434_Runx1","RBPJ",12.5707978318417,"Runx1"
"1087","chr2_103325053_103325954_Ehf","RBPJ",12.5707978318417,"Ehf"
"1088","chr2_103387822_103388621_Ehf","RBPJ",12.3556250510359,"Ehf"
"1089","chr2_103258930_103259848_Ehf","RBPJ",13.0597636942842,"Ehf"
"1090","chr3_135628476_135629356_Nfkb1","RBPJ",12.5324719777464,"Nfkb1"
"1091","chr4_82915249_82916134_Nfib","RBPJ",12.8486419679425,"Nfib"
"1092","chr4_98003687_98004638_Nfia","RBPJ",13.1843192498217,"Nfia"
"1093","chr4_97714290_97715186_Nfia","RBPJ",12.4822585098524,"Nfia"
"1094","chr4_154585566_154586412_Prdm16","RBPJ",12.4822585098524,"Prdm16"
"1095","chr4_154714834_154715748_Prdm16","RBPJ",12.4049377821698,"Prdm16"
"1096","chr4_154496858_154497698_Prdm16","RBPJ",12.9020057535405,"Prdm16"
"1097","chr4_154527417_154528179_Prdm16","RBPJ",12.6286055381224,"Prdm16"
"1098","chr4_154700751_154701666_Prdm16","RBPJ",12.4098895733941,"Prdm16"
"1099","chr5_77383954_77384814_Rest","RBPJ",13.0638147487483,"Rest"
"1100","chr5_136394557_136395437_Cux1","RBPJ",12.9752754267589,"Cux1"
"1101","chr6_72736650_72737562_Tcf7l1","RBPJ",12.6908840271989,"Tcf7l1"
"1102","chr6_72724162_72725042_Tcf7l1","RBPJ",12.9752754267589,"Tcf7l1"
"1103","chr7_112826042_112826950_Tead1","RBPJ",12.8531113281229,"Tead1"
"1104","chr8_84731338_84732144_Nfix","RBPJ",12.5667467773776,"Nfix"
"1105","chr9_63698498_63699390_Smad3","RBPJ",13.0638147487483,"Smad3"
"1106","chr9_63968292_63969164_Smad3","RBPJ",12.6889108760136,"Smad3"
"1107","chr1_190129311_190130211_Prox1","RBPJ",12.6929619304778,"Prox1"
"1108","chr10_87271895_87272811_Ascl1","RBPJ",12.8531113281229,"Ascl1"
"1109","chr12_27393195_27393892_Sox11","RBPJ",12.4822585098524,"Sox11"
"1110","chr12_73012235_73013148_Six4","RBPJ",12.9020057535405,"Six4"
"1111","chr16_50673146_50674060_Bbx","RBPJ",12.5431427407604,"Bbx"
"1112","chr19_41495286_41496179_Lcor","RBPJ",12.3556250510359,"Lcor"
"1113","chr19_41628947_41629794_Lcor","RBPJ",12.9752754267589,"Lcor"
"1114","chr5_121809416_121810283_Cux2","RBPJ",12.4896262990327,"Cux2"
"1115","chr5_121819831_121820663_Cux2","RBPJ",12.5085193427652,"Cux2"
"1116","chr9_37359292_37359984_Pknox2","RBPJ",13.0638147487483,"Pknox2"
"1117","chr9_49874839_49875654_Ncam1","RBPJ",12.7904145333302,"Ncam1"
"1118","chr12_73764430_73765313_Hif1a","RBPJ",13.1843192498217,"Hif1a"
"1119","chr8_77132689_77133575_Nr3c2","RBPJ",13.3461282450295,"Nr3c2"
"1120","chr8_76912568_76913416_Nr3c2","RBPJ",12.4896262990327,"Nr3c2"
"1121","chr9_44691638_44692527_Kmt2a","RBPJ",12.4801806065734,"Kmt2a"
"1122","chr18_5440315_5441168_Zeb1","RBPJ",12.40583851893,"Zeb1"
"1123","chr2_33616005_33616896_Lmx1b","RBPJ",12.4822585098524,"Lmx1b"
"1124","chr2_168737607_168738516_Nfatc2","RBPJ",12.5707978318417,"Nfatc2"
"1125","chr2_168545435_168546324_Nfatc2","RBPJ",12.3556250510359,"Nfatc2"
"1126","chr2_168584549_168585445_Nfatc2","RBPJ",12.4049377821698,"Nfatc2"
"1127","chr2_168632989_168633717_Nfatc2","RBPJ",13.0638147487483,"Nfatc2"
"1128","chr10_4625041_4625909_Esr1","RBPJ",12.3706629825386,"Esr1"
"1129","chr10_128033088_128033928_Stat2","RBPJ",12.3706629825386,"Stat2"
"1130","chr12_85459395_85460288_Fos","RBPJ",12.3596761055001,"Fos"
"1131","chr12_85576455_85577275_Fos","RBPJ",12.3969238154515,"Fos"
"1132","chr16_29945738_29946668_Hes1","RBPJ",12.7415158008091,"Hes1"
"1133","chr16_30058944_30059703_Hes1","RBPJ",12.5324719777464,"Hes1"
"1134","chr16_30008537_30009411_Hes1","RBPJ",12.4551512500638,"Hes1"
"1135","chr16_29977451_29978339_Hes1","RBPJ",12.6306834414013,"Hes1"
"1136","chr16_87784162_87785054_Bach1","RBPJ",12.7415158008091,"Bach1"
"1137","chr17_86712223_86712983_Epas1","RBPJ",13.1350065186878,"Epas1"
"1138","chr17_86964339_86965218_Epas1","RBPJ",12.4822585098524,"Epas1"
"1139","chr19_28850224_28851133_Glis3","RBPJ",12.459202304528,"Glis3"
"1140","chr19_28834539_28835371_Glis3","RBPJ",12.3706629825386,"Glis3"
"1141","chr19_28827509_28828404_Glis3","RBPJ",12.9752754267589,"Glis3"
"1142","chr2_75772323_75773240_Nfe2l2","RBPJ",12.8531113281229,"Nfe2l2"
"1143","chr2_75869420_75870270_Nfe2l2","RBPJ",12.4896262990327,"Nfe2l2"
"1144","chr2_75621877_75622796_Nfe2l2","RBPJ",13.0638147487483,"Nfe2l2"
"1145","chr4_32009107_32010026_Bach2","RBPJ",12.7415158008091,"Bach2"
"1146","chr4_95075375_95076055_Jun","RBPJ",12.8531113281229,"Jun"
"1147","chr4_95138269_95139081_Jun","RBPJ",12.6286055381224,"Jun"
"1148","chr7_19316346_19317199_Fosb","RBPJ",12.4098895733941,"Fosb"
"1149","chr7_19375247_19376140_Fosb","RBPJ",12.40583851893,"Fosb"
"1150","chr8_84731338_84732144_Junb","RBPJ",12.5667467773776,"Junb"
"1151","chr8_84914956_84915833_Junb","RBPJ",12.8531113281229,"Junb"
"1152","chr8_84770305_84771226_Junb","RBPJ",12.8531113281229,"Junb"
"1153","chr9_20992954_20993843_Icam1","RBPJ",13.0638147487483,"Icam1"
"1154","chr9_21248032_21248944_Icam1","RBPJ",12.8486419679425,"Icam1"
"1155","chr10_43517765_43518555_Cd24a","RBPJ",12.3969238154515,"Cd24a"
"1156","chr17_87501688_87502610_Epcam","RBPJ",12.6868329727347,"Epcam"
"1157","chr14_16575094_16575982_Rarb","RBPJ",12.5667467773776,"Rarb"
"1158","chr9_63757738_63758644_Smad3","RBPJ",12.4822585098524,"Smad3"
"1159","chr1_190170249_190171137_Prox1","RBPJ",12.8531113281229,"Prox1"
"1160","chr9_49798548_49799425_Ncam1","RBPJ",12.7904145333302,"Ncam1"
"1161","chr16_30063709_30064509_Hes1","RBPJ",13.0597636942842,"Hes1"
"1162","chr1_39190810_39191591_Npas2","SIX1",12.3462049666667,"Npas2"
"1163","chr1_85810513_85811366_Sp100","SIX1",12.4219391861852,"Sp100"
"1164","chr1_85824647_85825557_Sp100","SIX1",13.0303268847285,"Sp100"
"1165","chr14_17691068_17691934_Thrb","SIX1",13.7105360391616,"Thrb"
"1166","chr2_103209362_103210278_Ehf","SIX1",14.6414366136859,"Ehf"
"1167","chr2_103423791_103424342_Ehf","SIX1",12.344042168002,"Ehf"
"1168","chr2_103466910_103467811_Ehf","SIX1",14.093252133219,"Ehf"
"1169","chr2_103387822_103388621_Ehf","SIX1",12.8680193319072,"Ehf"
"1170","chr2_103111444_103112324_Ehf","SIX1",12.138231224429,"Ehf"
"1171","chr4_82516123_82517026_Nfib","SIX1",13.0985558756133,"Nfib"
"1172","chr4_82884683_82885504_Nfib","SIX1",16.2123117620781,"Nfib"
"1173","chr4_154496858_154497698_Prdm16","SIX1",13.3857804105331,"Prdm16"
"1174","chr5_136319777_136320694_Cux1","SIX1",12.2073772619694,"Cux1"
"1175","chr6_72623733_72624668_Tcf7l1","SIX1",14.9038148575059,"Tcf7l1"
"1176","chr9_63752341_63753212_Smad3","SIX1",12.1595609423652,"Smad3"
"1177","chr1_190155707_190156574_Prox1","SIX1",13.0228216560948,"Prox1"
"1178","chr10_87271895_87272811_Ascl1","SIX1",11.7708324031125,"Ascl1"
"1179","chr12_73035322_73036124_Six4","SIX1",12.4666756604692,"Six4"
"1180","chr16_42911576_42912474_Zbtb20","SIX1",12.3694812278387,"Zbtb20"
"1181","chr16_50673146_50674060_Bbx","SIX1",11.738086779823,"Bbx"
"1182","chr1_168334656_168335541_Pbx1","SIX1",12.344042168002,"Pbx1"
"1183","chr12_73764430_73765313_Hif1a","SIX1",13.0587363032172,"Hif1a"
"1184","chr6_115127038_115127949_Pparg","SIX1",13.2830371012501,"Pparg"
"1185","chr8_76912568_76913416_Nr3c2","SIX1",12.0838267228467,"Nr3c2"
"1186","chr9_44806970_44807892_Kmt2a","SIX1",13.0985558756133,"Kmt2a"
"1187","chr12_73035322_73036124_Six1","SIX1",12.4666756604692,"Six1"
"1188","chr2_33874109_33874942_Lmx1b","SIX1",11.9781326616829,"Lmx1b"
"1189","chr3_99402171_99403093_Tbx15","SIX1",14.9275768858063,"Tbx15"
"1190","chr12_85684283_85685151_Fos","SIX1",12.3874209155913,"Fos"
"1191","chr16_87602542_87603436_Bach1","SIX1",16.3870541138979,"Bach1"
"1192","chr17_86523067_86523965_Epas1","SIX1",12.0838267228467,"Epas1"
"1193","chr19_28776635_28777530_Glis3","SIX1",14.089659668214,"Glis3"
"1194","chr2_75621877_75622796_Nfe2l2","SIX1",14.6414366136859,"Nfe2l2"
"1195","chr4_32009107_32010026_Bach2","SIX1",15.27331682883,"Bach2"
"1196","chr4_95153597_95154500_Jun","SIX1",15.27331682883,"Jun"
"1197","chr17_87501688_87502610_Epcam","SIX1",12.3874209155913,"Epcam"
"1198","chr1_39398909_39399752_Npas2","TFDP1",11.4257699145424,"Npas2"
"1199","chr10_42251011_42251888_Foxo3","TFDP1",14.3461794335471,"Foxo3"
"1200","chr5_77154662_77155534_Rest","TFDP1",13.3761512261697,"Rest"
"1201","chr5_136382360_136383236_Cux1","TFDP1",11.2820576625556,"Cux1"
"1202","chr6_72736650_72737562_Tcf7l1","TFDP1",11.2798861539948,"Tcf7l1"
"1203","chr8_84731338_84732144_Nfix","TFDP1",13.9010680048755,"Nfix"
"1204","chr8_84656569_84657470_Nfix","TFDP1",14.1299446161172,"Nfix"
"1205","chr9_63677570_63678034_Smad3","TFDP1",11.6663356626568,"Smad3"
"1206","chr10_57631653_57632539_Hsf2","TFDP1",12.002819256213,"Hsf2"
"1207","chr10_87488430_87489339_Ascl1","TFDP1",11.6663356626568,"Ascl1"
"1208","chr5_122280677_122281225_Cux2","TFDP1",12.1348399686199,"Cux2"
"1209","chr9_49796604_49797425_Ncam1","TFDP1",15.2078429496105,"Ncam1"
"1210","chr9_45042191_45043008_Kmt2a","TFDP1",11.6663356626568,"Kmt2a"
"1211","chr9_44691638_44692527_Kmt2a","TFDP1",11.5577078275413,"Kmt2a"
"1212","chr2_116066930_116067722_Meis2","TFDP1",11.9152866450885,"Meis2"
"1213","chr7_116179517_116180410_Sox6","TFDP1",11.6779884752344,"Sox6"
"1214","chr12_85630941_85631824_Fos","TFDP1",13.9977273961251,"Fos"
"1215","chr12_85598824_85599738_Fos","TFDP1",11.3430713288857,"Fos"
"1216","chr16_30066568_30067446_Hes1","TFDP1",11.5788030515323,"Hes1"
"1217","chr16_30008537_30009411_Hes1","TFDP1",14.422059232094,"Hes1"
"1218","chr19_28621360_28622273_Glis3","TFDP1",13.0702380609329,"Glis3"
"1219","chr8_84731338_84732144_Junb","TFDP1",13.9010680048755,"Junb"
"1220","chr8_84732871_84733791_Junb","TFDP1",13.9382103919077,"Junb"
"1221","chr14_16575094_16575982_Rarb","TFDP1",12.2855600862917,"Rarb"
"1222","chr19_55741208_55742064_Tcf7l2","TFDP1",14.1411553509835,"Tcf7l2"
"1223","chr4_154636756_154637324_Prdm16","TFDP1",11.6779884752344,"Prdm16"
"1224","chr1_39260706_39261617_Npas2","ZBTB7A",11.4180610545678,"Npas2"
"1225","chr1_85824647_85825557_Sp100","ZBTB7A",11.431123909672,"Sp100"
"1226","chr10_42134921_42135824_Foxo3","ZBTB7A",12.2896577725532,"Foxo3"
"1227","chr10_42088784_42089626_Foxo3","ZBTB7A",14.7478523654963,"Foxo3"
"1228","chr12_35294416_35295333_Ahr","ZBTB7A",12.1343066054728,"Ahr"
"1229","chr14_17414087_17414969_Thrb","ZBTB7A",13.0353094663914,"Thrb"
"1230","chr15_37242881_37243501_Grhl2","ZBTB7A",14.5197375998821,"Grhl2"
"1231","chr2_103209362_103210278_Ehf","ZBTB7A",12.7484809053351,"Ehf"
"1232","chr4_154527417_154528179_Prdm16","ZBTB7A",11.4915362158714,"Prdm16"
"1233","chr6_144919469_144920366_Sox5","ZBTB7A",13.3956255047964,"Sox5"
"1234","chr7_112717521_112718419_Tead1","ZBTB7A",14.9758245911164,"Tead1"
"1235","chr8_84656569_84657470_Nfix","ZBTB7A",13.0164256669715,"Nfix"
"1236","chr9_63698498_63699390_Smad3","ZBTB7A",13.1327821539372,"Smad3"
"1237","chr16_42674717_42675629_Zbtb20","ZBTB7A",12.9458929882097,"Zbtb20"
"1238","chr16_42865799_42866789_Zbtb20","ZBTB7A",11.8634290899905,"Zbtb20"
"1239","chr5_122026506_122027336_Cux2","ZBTB7A",14.7116765990664,"Cux2"
"1240","chr9_32745854_32746768_Ets1","ZBTB7A",13.7188196211783,"Ets1"
"1241","chr2_168798869_168799800_Nfatc2","ZBTB7A",11.710234382407,"Nfatc2"
"1242","chr3_99174692_99175588_Tbx15","ZBTB7A",11.6842502504888,"Tbx15"
"1243","chr12_85574735_85575642_Fos","ZBTB7A",11.4373754047576,"Fos"
"1244","chr16_30066568_30067446_Hes1","ZBTB7A",12.7444866969101,"Hes1"
"1245","chr16_87725715_87726590_Bach1","ZBTB7A",12.7970255043017,"Bach1"
"1246","chr16_87784162_87785054_Bach1","ZBTB7A",12.9676424243505,"Bach1"
"1247","chr17_86731819_86732726_Epas1","ZBTB7A",11.928900993418,"Epas1"
"1248","chr19_28776635_28777530_Glis3","ZBTB7A",11.6641988062715,"Glis3"
"1249","chr2_75772323_75773240_Nfe2l2","ZBTB7A",12.2989615115154,"Nfe2l2"
"1250","chr4_95075375_95076055_Jun","ZBTB7A",13.5034791567491,"Jun"
"1251","chr4_95187873_95188784_Jun","ZBTB7A",11.6413543323295,"Jun"
"1252","chr7_19375247_19376140_Fosb","ZBTB7A",12.9031109667024,"Fosb"
"1253","chr9_21011685_21012549_Icam1","ZBTB7A",11.7610050002467,"Icam1"
"1254","chr9_21248032_21248944_Icam1","ZBTB7A",12.1093893545982,"Icam1"
"1255","chr17_87472584_87473300_Epcam","ZBTB7A",13.4844315262305,"Epcam"
"1256","chr17_87501688_87502610_Epcam","ZBTB7A",11.6044454947996,"Epcam"
"1257","chr9_63757738_63758644_Smad3","ZBTB7A",11.9291108782024,"Smad3"
"1258","chr2_33639125_33640052_Lmx1b","ZBTB7A",14.3247627411227,"Lmx1b"
"1259","chr2_116065357_116066261_Meis2","ZBTB7A",14.2854489565414,"Meis2"
"1260","chr9_21015427_21016242_Icam1","ZBTB7A",12.0556546758994,"Icam1"
"1261","chr1_39313434_39314370_Npas2","ZEB1",13.061879456117,"Npas2"
"1262","chr1_39398909_39399752_Npas2","ZEB1",13.037966123571,"Npas2"
"1263","chr1_85740693_85741598_Sp100","ZEB1",12.67500740339,"Sp100"
"1264","chr10_42269099_42269997_Foxo3","ZEB1",12.5953640930763,"Foxo3"
"1265","chr14_16554033_16554940_Rarb","ZEB1",13.642067243317,"Rarb"
"1266","chr14_17428959_17429825_Thrb","ZEB1",12.277665632161,"Thrb"
"1267","chr15_37418487_37419407_Grhl2","ZEB1",12.4561740458935,"Grhl2"
"1268","chr16_92656525_92657434_Runx1","ZEB1",13.3022486547818,"Runx1"
"1269","chr19_55865415_55866340_Tcf7l2","ZEB1",12.7035600452708,"Tcf7l2"
"1270","chr2_103343360_103344271_Ehf","ZEB1",12.6785340348731,"Ehf"
"1271","chr3_135527501_135528395_Nfkb1","ZEB1",12.7035600452708,"Nfkb1"
"1272","chr4_82915249_82916134_Nfib","ZEB1",12.9281841710818,"Nfib"
"1273","chr4_82884683_82885504_Nfib","ZEB1",12.9281841710818,"Nfib"
"1274","chr4_154585566_154586412_Prdm16","ZEB1",13.3022486547818,"Prdm16"
"1275","chr4_154449992_154450841_Prdm16","ZEB1",13.0148259919252,"Prdm16"
"1276","chr5_77407383_77408303_Rest","ZEB1",12.5249573580312,"Rest"
"1277","chr6_72736650_72737562_Tcf7l1","ZEB1",13.1211339442927,"Tcf7l1"
"1278","chr6_72778755_72779645_Tcf7l1","ZEB1",13.1850452499633,"Tcf7l1"
"1279","chr7_112826042_112826950_Tead1","ZEB1",12.6349520983413,"Tead1"
"1280","chr9_63698498_63699390_Smad3","ZEB1",12.3567534903232,"Smad3"
"1281","chr9_63752341_63753212_Smad3","ZEB1",12.9281841710818,"Smad3"
"1282","chr9_63555485_63556067_Smad3","ZEB1",12.5898693309286,"Smad3"
"1283","chr1_189994058_189994909_Prox1","ZEB1",12.730928736369,"Prox1"
"1284","chr1_190167983_190168785_Prox1","ZEB1",12.4517990344682,"Prox1"
"1285","chr1_190174962_190175748_Prox1","ZEB1",13.5062046427895,"Prox1"
"1286","chr10_57631653_57632539_Hsf2","ZEB1",12.3566847173895,"Hsf2"
"1287","chr12_27356958_27357828_Sox11","ZEB1",13.3332594402715,"Sox11"
"1288","chr12_73103531_73104403_Six4","ZEB1",12.9816001007864,"Six4"
"1289","chr5_121838404_121839074_Cux2","ZEB1",12.221458161879,"Cux2"
"1290","chr5_121853508_121854406_Cux2","ZEB1",12.5303982405383,"Cux2"
"1291","chr5_122030875_122031606_Cux2","ZEB1",13.0890686119356,"Cux2"
"1292","chr5_121819831_121820663_Cux2","ZEB1",12.3944033643969,"Cux2"
"1293","chr1_168583880_168584796_Pbx1","ZEB1",12.4346382047252,"Pbx1"
"1294","chr12_73687166_73688059_Hif1a","ZEB1",12.7035600452708,"Hif1a"
"1295","chr6_115127038_115127949_Pparg","ZEB1",13.0890686119356,"Pparg"
"1296","chr6_115134514_115135366_Pparg","ZEB1",12.8247860807248,"Pparg"
"1297","chr9_32745854_32746768_Ets1","ZEB1",12.4996040572631,"Ets1"
"1298","chr9_32449806_32450701_Ets1","ZEB1",12.7344414268453,"Ets1"
"1299","chr9_32786786_32787700_Ets1","ZEB1",12.4346382047252,"Ets1"
"1300","chr9_44806970_44807892_Kmt2a","ZEB1",12.4745241672249,"Kmt2a"
"1301","chr12_73103531_73104403_Six1","ZEB1",12.9816001007864,"Six1"
"1302","chr18_5440315_5441168_Zeb1","ZEB1",12.9567326428912,"Zeb1"
"1303","chr2_33616005_33616896_Lmx1b","ZEB1",12.4996040572631,"Lmx1b"
"1304","chr2_115817645_115818554_Meis2","ZEB1",12.6971792895752,"Meis2"
"1305","chr2_168545435_168546324_Nfatc2","ZEB1",14.1334458941813,"Nfatc2"
"1306","chr2_168584549_168585445_Nfatc2","ZEB1",13.2906987319483,"Nfatc2"
"1307","chr2_168798869_168799800_Nfatc2","ZEB1",12.5426714343456,"Nfatc2"
"1308","chr3_99174692_99175588_Tbx15","ZEB1",13.2906987319483,"Tbx15"
"1309","chr7_116179517_116180410_Sox6","ZEB1",12.7344414268453,"Sox6"
"1310","chr12_85684283_85685151_Fos","ZEB1",12.4289807200034,"Fos"
"1311","chr12_85630941_85631824_Fos","ZEB1",13.1971060116275,"Fos"
"1312","chr12_85540873_85541779_Fos","ZEB1",13.1971060116275,"Fos"
"1313","chr12_85598824_85599738_Fos","ZEB1",12.3209474903829,"Fos"
"1314","chr16_30180515_30181440_Hes1","ZEB1",12.9281841710818,"Hes1"
"1315","chr16_30066568_30067446_Hes1","ZEB1",12.6075834072431,"Hes1"
"1316","chr16_30250872_30251635_Hes1","ZEB1",12.2590182563838,"Hes1"
"1317","chr16_87725715_87726590_Bach1","ZEB1",12.830418064873,"Bach1"
"1318","chr16_87602542_87603436_Bach1","ZEB1",12.2353215260524,"Bach1"
"1319","chr17_86964339_86965218_Epas1","ZEB1",12.4494731664733,"Epas1"
"1320","chr2_75776782_75777687_Nfe2l2","ZEB1",14.1334458941813,"Nfe2l2"
"1321","chr2_75633331_75634240_Nfe2l2","ZEB1",12.8486994132708,"Nfe2l2"
"1322","chr4_95076178_95076893_Jun","ZEB1",12.67500740339,"Jun"
"1323","chr4_95075375_95076055_Jun","ZEB1",12.8224602127299,"Jun"
"1324","chr7_19375247_19376140_Fosb","ZEB1",13.0562219713952,"Fosb"
"1325","chr8_84732871_84733791_Junb","ZEB1",12.7459041513795,"Junb"
"1326","chr8_84945414_84946299_Junb","ZEB1",12.4938926929009,"Junb"
"1327","chr9_20992954_20993843_Icam1","ZEB1",13.3731454027713,"Icam1"
"1328","chr10_43684031_43684906_Cd24a","ZEB1",13.3022486547818,"Cd24a"
"1329","chr17_87797537_87798382_Epcam","ZEB1",12.3566847173895,"Epcam"
"1330","chr17_87619736_87620641_Epcam","ZEB1",12.2765279639553,"Epcam"
"1331","chr15_37232668_37233492_Grhl2","ZEB1",12.3310815618655,"Grhl2"
"1332","chr9_21015427_21016242_Icam1","ZEB1",12.7126782602407,"Icam1"
"1333","chr1_39190810_39191591_Npas2","RORB",12.6920196780308,"Npas2"
"1334","chr1_39317682_39318597_Npas2","RORB",14.3309838399231,"Npas2"
"1335","chr1_52021762_52022669_Stat1","RORB",11.6947606451174,"Stat1"
"1336","chr1_85828734_85829649_Sp100","RORB",12.2954440747245,"Sp100"
"1337","chr10_42088784_42089626_Foxo3","RORB",12.4417315924676,"Foxo3"
"1338","chr10_42251011_42251888_Foxo3","RORB",11.7202097031948,"Foxo3"
"1339","chr10_42269099_42269997_Foxo3","RORB",12.2954440747245,"Foxo3"
"1340","chr12_35712342_35713257_Ahr","RORB",14.1528966714394,"Ahr"
"1341","chr14_17872992_17873816_Thrb","RORB",11.8724078195439,"Thrb"
"1342","chr16_92616619_92617511_Runx1","RORB",11.864660950523,"Runx1"
"1343","chr2_103466910_103467811_Ehf","RORB",11.7202097031948,"Ehf"
"1344","chr4_154401737_154402650_Prdm16","RORB",13.1331752583874,"Prdm16"
"1345","chr5_77126155_77127056_Rest","RORB",14.1528966714394,"Rest"
"1346","chr6_144620882_144621778_Sox5","RORB",11.626933593717,"Sox5"
"1347","chr9_63612505_63613394_Smad3","RORB",11.6395462159603,"Smad3"
"1348","chr9_63664701_63665626_Smad3","RORB",11.9523874422057,"Smad3"
"1349","chr10_87271895_87272811_Ascl1","RORB",13.3618080644709,"Ascl1"
"1350","chr10_87485951_87486808_Ascl1","RORB",12.1600520136596,"Ascl1"
